participation_id,date,zone_id,race,sexe,categorie,note_participation,concours_id,lieu_id,type_concours
P001005,2025-03-29,96644757B80339347175881,Barbe,Femelle,Junior,69.29,C0118,L0042,Regional
P001006,2025-05-04,96644757B9799798831472,Arabe,M,Junior,80.91,C0435,L0016,Regional
P001007,2025-05-12,96644757B83322507681707,Pur-Sang Arabe,Male,Senior,78.37,C0248,L0063,Qualification
P001008,2025-03-08,96644757B64717664824106,Arabe-Barbe,Male,Senior,85.61,C0485,L0061,Regional
P001009,2025-03-06,96644757B78111329468616,Barbe,Male,Senior,55.95,C0365,L0075,National
P001010,2025-03-26,96644757B81090244987905,Anglo-Arabe,F,Senior,70.38,C0018,L0049,Regional
P001011,2025-06-20,96644757B54259280648674,Arabe-Barbe,Male,Loisir,69.01,C0102,L0011,Regional
P001012,2025-05-06,96644757B18768670389586,Barbe,Femelle,Senior,48.74,C0202,L0038,Qualification
P001013,2025-05-24,96644757B36466177595872,Arabe-Barbe,M,Senior,79.16,C0106,L0034,Regional
P001014,2025-09-20,96644757B90795389022281,Arabe,Male,Senior,70.05,C0067,L0064,National
P001015,2025-03-29,96644757B8060198419886,Arabe,Male,Elite,79.69,C0489,L0030,National
P001016,2025-11-29,96644757B25874170222857,Pur-Sang Arabe,M,Elite,93.31,C0434,L0025,Qualification
P001017,2025-10-02,96644757B26550498921337,Arabe,Femelle,Elite,67.85,C0217,L0007,Regional
P001018,2025-03-05,96644757B83322507681707,Arabe,Female,Junior,67.28,C0108,L0063,National
P001019,2025-04-25,96644757B1478822582790,Arabe-Barbe,M,Senior,71.36,C0091,L0057,Regional
P001020,2025-03-08,96644757B12662883146655,Pur-Sang Arabe,Female,Loisir,83.69,C0457,L0004,Regional
P001021,2025-04-10,96644757B30309850889145,Barbe,Female,Senior,63.8,C0166,L0033,Regional
P001022,2025-05-14,96644757B698999344864,Arabe-Barbe,Female,Loisir,68.08,C0007,L0036,Regional
P001023,2025-02-17,96644757B698999344864,Pur-Sang Arabe,Female,Senior,84.96,C0199,L0036,National
P001024,2025-01-06,96644757B36967765471663,Pur-Sang Arabe,F,Senior,77.36,C0227,L0069,Regional
P001025,2025-06-10,96644757B42104761334354,Arabe,Male,Senior,52.89,C0311,L0012,Regional
P001026,2025-09-13,96644757B34372354169334,Pur-Sang Arabe,F,Senior,62.41,C0170,L0023,National
P001027,2025-04-21,96644757B54306876372793,Anglo-Arabe,Male,Loisir,89.39,C0461,L0014,Regional
P001028,2025-11-11,96644757B85287588144355,Pur-Sang Arabe,F,Junior,77.65,C0322,L0019,Regional
P001029,2025-05-15,96644757B36967765471663,Arabe-Barbe,Female,Senior,65.95,C0493,L0069,Regional
P001030,2025-11-25,96644757B25593504689486,Arabe,Female,Elite,65.47,C0184,L0071,Regional
P001031,2025-03-28,96644757B12662883146655,Arabe-Barbe,Female,Loisir,73.95,C0326,L0004,National
P001032,2025-07-16,96644757B62254917052717,Arabe-Barbe,Female,Elite,79.03,C0183,L0048,Qualification
P001033,2025-10-06,96644757B89687162507810,Pur-Sang Arabe,Male,Loisir,54.54,C0350,L0018,National
P001034,2025-01-22,96644757B91342156363380,Anglo-Arabe,F,Loisir,63.99,C0373,L0015,National
P001035,2025-12-06,96644757B99920267922653,Pur-Sang Arabe,Male,Senior,71.69,C0161,L0022,Regional
P001036,2025-05-14,96644757B91342156363380,Arabe-Barbe,M,Loisir,71.4,C0468,L0015,Qualification
P001037,2025-07-01,96644757B99662254658575,Pur-Sang Arabe,M,Loisir,76.38,C0428,L0037,Regional
P001038,2025-08-18,96644757B78111329468616,Pur-Sang Arabe,F,Senior,59.13,C0447,L0075,Regional
P001039,2025-08-23,96644757B53936679900609,Arabe-Barbe,F,Elite,75.27,C0109,L0044,Regional
P001040,2025-01-09,96644757B21870556317795,Barbe,Femelle,Senior,80.5,C0359,L0055,Regional
P001041,2025-11-13,96644757B99662254658575,Arabe-Barbe,Femelle,Elite,75.53,C0054,L0037,National
P001042,2025-08-16,96644757B21316479060137,Pur-Sang Arabe,M,Junior,69.27,C0053,L0002,Regional
P001043,2025-12-31,96644757B26550498921337,Anglo-Arabe,Male,Elite,70.42,C0486,L0007,Regional
P001044,2025-06-22,96644757B56432502406176,Anglo-Arabe,Female,Senior,62.1,C0077,L0021,Regional
P001045,2025-08-12,96644757B85287588144355,Pur-Sang Arabe,M,Senior,72.92,C0432,L0019,Qualification
P001046,2025-06-10,96644757B90795389022281,Pur-Sang Arabe,F,Junior,85.36,C0215,L0064,National
P001047,2025-11-21,96644757B90795389022281,Pur-Sang Arabe,M,Elite,71.57,C0152,L0064,Qualification
P001048,2025-10-31,96644757B60043813814440,Arabe,F,Senior,64.24,C0037,L0065,Qualification
P001049,2025-11-28,96644757B62254917052717,Arabe-Barbe,M,Elite,66.75,C0337,L0048,Qualification
P001050,2025-07-04,96644757B80339347175881,Arabe-Barbe,Femelle,Senior,74.64,C0360,L0042,Regional
P001051,2025-10-16,96644757B81090244987905,Barbe,Female,Junior,69.3,C0234,L0049,Regional
P001052,2025-05-11,96644757B52167870329218,Arabe-Barbe,Femelle,Senior,82.28,C0405,L0031,Regional
P001053,2025-06-18,96644757B63064605054668,Arabe-Barbe,Female,Loisir,77.1,C0162,L0051,Regional
P001054,2025-10-05,96644757B39685617616684,Arabe-Barbe,Male,Junior,82.79,C0276,L0060,National
P001055,2025-01-30,96644757B70524131405695,Anglo-Arabe,Male,Elite,89.72,C0144,L0058,Regional
P001056,2025-09-17,96644757B40957387644980,Barbe,Femelle,Junior,83.57,C0291,L0047,Regional
P001057,2025-01-06,96644757B53703826618026,Anglo-Arabe,Femelle,Elite,55.8,C0068,L0005,National
P001058,2025-07-31,96644757B21870556317795,Anglo-Arabe,Female,Junior,60.55,C0238,L0055,Regional
P001059,2025-06-24,96644757B53695376753874,Pur-Sang Arabe,M,Senior,71.34,C0275,L0028,Regional
P001060,2025-06-21,96644757B71822601453569,Arabe,F,Senior,64.57,C0278,L0056,Regional
P001061,2025-06-30,96644757B2759448404756,Anglo-Arabe,M,Junior,61.85,C0223,L0041,National
P001062,2025-06-29,96644757B69343874835814,Arabe,Male,Senior,65.54,C0322,L0067,Regional
P001063,2025-05-29,96644757B9718685225615,Anglo-Arabe,Male,Senior,65.2,C0256,L0026,Regional
P001064,2025-06-14,96644757B6720908192283,Pur-Sang Arabe,Female,Senior,63.71,C0142,L0070,Regional
P001065,2025-07-27,96644757B90795389022281,Pur-Sang Arabe,Femelle,Loisir,69.6,C0108,L0064,National
P001066,2025-10-06,96644757B25874170222857,Pur-Sang Arabe,Femelle,Senior,81.5,C0324,L0025,Regional
P001067,2025-07-21,96644757B99662254658575,Arabe-Barbe,M,Loisir,72.65,C0469,L0037,Regional
P001068,2025-08-23,96644757B41522516415054,Barbe,Female,Senior,97.67,C0376,L0040,Qualification
P001069,2025-11-02,96644757B70524131405695,Arabe-Barbe,F,Junior,77.19,C0319,L0058,Qualification
P001070,2025-12-28,96644757B21390270390615,Arabe-Barbe,M,Junior,69.99,C0460,L0052,Regional
P001071,2025-02-09,96644757B90795389022281,Arabe,F,Senior,72.8,C0449,L0064,Regional
P001072,2025-09-18,96644757B53695376753874,Anglo-Arabe,Male,Senior,74.66,C0253,L0028,Regional
P001073,2025-03-24,96644757B18768670389586,Barbe,Female,Loisir,72.83,C0055,L0038,National
P001074,2025-03-13,96644757B30309850889145,Pur-Sang Arabe,Femelle,Elite,90.23,C0317,L0033,Regional
P001075,2025-10-17,96644757B36967765471663,Barbe,F,Senior,65.12,C0311,L0069,Qualification
P001076,2025-01-26,96644757B34372354169334,Arabe,F,Senior,83.26,C0139,L0023,Qualification
P001077,2025-11-06,96644757B91545835536411,Anglo-Arabe,Male,Senior,73.43,C0424,L0045,National
P001078,2025-10-09,96644757B23117375948520,Barbe,Female,Elite,52.73,C0435,L0010,Regional
P001079,2025-12-30,96644757B90795389022281,Barbe,Male,Junior,80.47,C0166,L0064,Qualification
P001080,2025-09-01,96644757B15248572972708,Pur-Sang Arabe,Male,Junior,84.91,C0238,L0029,National
P001081,2025-11-15,96644757B9718685225615,Anglo-Arabe,F,Senior,61.37,C0098,L0026,National
P001082,2025-02-13,96644757B53936679900609,Arabe,Femelle,Junior,71.61,C0089,L0044,Regional
P001083,2025-11-21,96644757B18768670389586,Pur-Sang Arabe,Male,Elite,51.23,C0133,L0038,National
P001084,2025-02-28,96644757B90795389022281,Pur-Sang Arabe,Female,Junior,60.17,C0183,L0064,Qualification
P001085,2025-04-25,96644757B41522516415054,Pur-Sang Arabe,Female,Junior,83.43,C0137,L0040,Qualification
P001086,2025-02-16,96644757B89345886069248,Pur-Sang Arabe,Female,Loisir,63.86,C0076,L0039,National
P001087,2025-05-27,96644757B35891480133263,Arabe,M,Loisir,58.96,C0224,L0008,National
P001088,2025-10-01,96644757B21316479060137,Anglo-Arabe,Male,Senior,70.17,C0312,L0002,Regional
P001089,2025-04-08,96644757B8060198419886,Pur-Sang Arabe,Male,Senior,67.07,C0163,L0030,National
P001090,2025-10-28,96644757B78111329468616,Pur-Sang Arabe,M,Elite,66.72,C0267,L0075,Qualification
P001091,2025-08-10,96644757B36967765471663,Pur-Sang Arabe,Female,Junior,80.97,C0136,L0069,National
P001092,2025-08-18,96644757B62254917052717,Arabe-Barbe,Femelle,Senior,60.05,C0352,L0048,Regional
P001093,2025-12-09,96644757B62254917052717,Barbe,F,Junior,62.62,C0324,L0048,Regional
P001094,2025-06-07,96644757B8060198419886,Arabe,M,Senior,73.83,C0480,L0030,National
P001095,2025-05-06,96644757B54306876372793,Anglo-Arabe,F,Loisir,84.08,C0027,L0014,Qualification
P001096,2025-12-30,96644757B24539393832458,Arabe-Barbe,M,Elite,84.3,C0426,L0001,Regional
P001097,2025-07-23,96644757B9718685225615,Anglo-Arabe,Female,Loisir,63.29,C0170,L0026,Regional
P001098,2025-08-13,96644757B75888110493475,Anglo-Arabe,M,Elite,79.91,C0033,L0024,Qualification
P001099,2025-04-19,96644757B91342156363380,Pur-Sang Arabe,Male,Elite,64.56,C0345,L0015,National
P001100,2025-03-20,96644757B93440982531475,Barbe,Female,Elite,89.11,C0086,L0020,Regional
P001101,2025-03-03,96644757B21316479060137,Barbe,Female,Elite,56.54,C0088,L0002,Regional
P001102,2025-03-23,96644757B10773066300421,Arabe,Female,Senior,84.94,C0489,L0046,Regional
P001103,2025-03-13,96644757B6720908192283,Arabe-Barbe,Femelle,Senior,63.86,C0111,L0070,Regional
P001104,2025-09-30,96644757B21390270390615,Arabe-Barbe,F,Senior,93.03,C0274,L0052,National
P001105,2025-01-22,96644757B36466177595872,Barbe,F,Senior,74.47,C0101,L0034,National
P001106,2025-08-18,96644757B46616002618727,Arabe-Barbe,M,Senior,59.62,C0062,L0032,National
P001107,2025-12-13,96644757B75888110493475,Pur-Sang Arabe,Male,Junior,65.31,C0001,L0024,National
P001108,2025-10-07,96644757B54259280648674,Anglo-Arabe,F,Senior,81.45,C0009,L0011,Regional
P001109,2025-05-28,96644757B91545835536411,Arabe-Barbe,Femelle,Junior,81.88,C0237,L0045,Regional
P001110,2025-01-22,96644757B27397508075839,Barbe,M,Senior,68.3,C0217,L0043,Regional
P001111,2025-11-01,96644757B24539393832458,Arabe,M,Senior,72.36,C0020,L0001,Regional
P001112,2025-01-02,96644757B46616002618727,Barbe,M,Junior,77.36,C0175,L0032,National
P001113,2025-09-06,96644757B56432502406176,Barbe,M,Loisir,71.76,C0137,L0021,Regional
P001114,2025-09-02,96644757B25654465299878,Barbe,F,Senior,58.26,C0286,L0013,National
P001115,2025-03-12,96644757B52871738396395,Arabe-Barbe,Femelle,Senior,58.5,C0497,L0053,Regional
P001116,2025-09-28,96644757B41522516415054,Arabe-Barbe,Female,Junior,75.3,C0346,L0040,Regional
P001117,2025-03-06,96644757B62254917052717,Anglo-Arabe,F,Loisir,83.83,C0459,L0048,Regional
P001118,2025-03-24,96644757B90056368806308,Pur-Sang Arabe,Femelle,Elite,86.2,C0096,L0054,National
P001119,2025-10-24,96644757B5863178934624,Pur-Sang Arabe,Femelle,Senior,80.29,C0108,L0074,National
P001120,2025-12-24,96644757B64717664824106,Arabe-Barbe,Male,Junior,68.82,C0375,L0061,Qualification
P001121,2025-04-07,96644757B40957387644980,Arabe,Femelle,Elite,81.1,C0155,L0047,Regional
P001122,2025-12-03,96644757B99361415702964,Arabe-Barbe,Male,Loisir,66.71,C0424,L0066,National
P001123,2025-11-30,96644757B698999344864,Anglo-Arabe,M,Senior,72.85,C0232,L0036,National
P001124,2025-10-08,96644757B5863178934624,Pur-Sang Arabe,M,Junior,64.25,C0101,L0074,Regional
P001125,2025-02-21,96644757B70524131405695,Barbe,Male,Junior,63.0,C0422,L0058,Regional
P001126,2025-04-20,96644757B81090244987905,Pur-Sang Arabe,Male,Junior,76.37,C0275,L0049,Regional
P001127,2025-09-05,96644757B88930410593624,Arabe-Barbe,Femelle,Elite,71.47,C0401,L0068,Regional
P001128,2025-12-31,96644757B89345886069248,Barbe,Female,Loisir,75.4,C0226,L0039,Qualification
P001129,2025-10-25,96644757B21870556317795,Anglo-Arabe,Female,Loisir,75.05,C0063,L0055,Regional
P001130,2025-06-03,96644757B99920267922653,Arabe-Barbe,Male,Elite,71.38,C0340,L0022,National
P001131,2025-03-27,96644757B26045285741175,Pur-Sang Arabe,F,Junior,73.81,C0063,L0073,National
P001132,2025-12-17,96644757B40957387644980,Barbe,Female,Loisir,73.19,C0331,L0047,Regional
P001133,2025-04-11,96644757B4563753155162,Arabe-Barbe,Femelle,Senior,72.53,C0208,L0059,National
P001134,2025-05-05,96644757B63187791317705,Barbe,Femelle,Senior,65.59,C0395,L0035,Regional
P001135,2025-12-19,96644757B99361415702964,Arabe-Barbe,M,Elite,77.08,C0435,L0066,Regional
P001136,2025-07-25,96644757B51161748863193,Barbe,Femelle,Junior,73.78,C0204,L0006,Regional
P001137,2025-04-07,96644757B48127384361052,Arabe-Barbe,M,Loisir,64.25,C0441,L0009,Regional
P001138,2025-01-02,96644757B89345886069248,Barbe,Male,Loisir,69.04,C0056,L0039,Regional
P001139,2025-06-06,96644757B21870556317795,Pur-Sang Arabe,M,Elite,63.35,C0054,L0055,National
P001140,2025-12-26,96644757B64717664824106,Barbe,F,Elite,60.69,C0496,L0061,National
P001141,2025-06-07,96644757B36466177595872,Pur-Sang Arabe,F,Senior,57.31,C0287,L0034,National
P001142,2025-09-13,96644757B81090244987905,Arabe,Female,Junior,85.69,C0225,L0049,Regional
P001143,2025-04-03,96644757B80339347175881,Barbe,Female,Elite,83.29,C0078,L0042,Qualification
P001144,2025-10-11,96644757B26045285741175,Arabe,M,Senior,73.62,C0145,L0073,Regional
P001145,2025-10-11,96644757B50122508033550,Arabe-Barbe,Female,Loisir,90.92,C0343,L0050,Qualification
P001146,2025-08-11,96644757B46616002618727,Pur-Sang Arabe,F,Junior,67.89,C0411,L0032,National
P001147,2025-10-09,96644757B26045285741175,Arabe-Barbe,Male,Senior,98.0,C0458,L0073,National
P001148,2025-07-31,96644757B48127384361052,Pur-Sang Arabe,Male,Senior,68.67,C0204,L0009,Regional
P001149,2025-05-19,96644757B5863178934624,Anglo-Arabe,M,Elite,75.04,C0227,L0074,National
P001150,2025-09-27,96644757B42104761334354,Arabe,M,Elite,69.36,C0082,L0012,National
P001151,2025-11-01,96644757B99920267922653,Barbe,Male,Loisir,72.68,C0042,L0022,Regional
P001152,2025-11-03,96644757B84561517472973,Anglo-Arabe,Female,Senior,78.35,C0219,L0062,National
P001153,2025-03-19,96644757B71822601453569,Arabe-Barbe,F,Senior,67.94,C0290,L0056,Regional
P001154,2025-09-04,96644757B26045285741175,Arabe-Barbe,M,Junior,86.01,C0053,L0073,National
P001155,2025-01-02,96644757B1478822582790,Anglo-Arabe,Female,Senior,72.57,C0204,L0057,National
P001156,2025-07-28,96644757B62254917052717,Arabe-Barbe,M,Senior,74.38,C0321,L0048,Qualification
P001157,2025-07-28,96644757B9718685225615,Arabe-Barbe,M,Senior,60.85,C0405,L0026,Regional
P001158,2025-05-13,96644757B24539393832458,Arabe,Female,Senior,76.1,C0469,L0001,Regional
P001159,2025-12-29,96644757B23117375948520,Arabe,Femelle,Senior,67.1,C0170,L0010,Regional
P001160,2025-11-19,96644757B34372354169334,Barbe,Female,Elite,68.59,C0196,L0023,Regional
P001161,2025-01-15,96644757B12662883146655,Pur-Sang Arabe,M,Loisir,66.06,C0437,L0004,National
P001162,2025-03-18,96644757B89345886069248,Arabe,M,Junior,95.24,C0346,L0039,Regional
P001163,2025-03-17,96644757B4563753155162,Arabe-Barbe,Female,Senior,65.77,C0137,L0059,National
P001164,2025-11-24,96644757B26045285741175,Pur-Sang Arabe,Female,Elite,53.67,C0342,L0073,Regional
P001165,2025-07-09,96644757B99662254658575,Pur-Sang Arabe,Male,Elite,63.68,C0079,L0037,Regional
P001166,2025-09-24,96644757B99361415702964,Arabe,Femelle,Loisir,72.86,C0225,L0066,Regional
P001167,2025-10-23,96644757B5863178934624,Arabe,F,Junior,77.96,C0153,L0074,Regional
P001168,2025-10-08,96644757B60043813814440,Anglo-Arabe,M,Senior,78.68,C0496,L0065,Regional
P001169,2025-02-02,96644757B63187791317705,Arabe-Barbe,Male,Loisir,79.61,C0018,L0035,Regional
P001170,2025-02-21,96644757B25874170222857,Barbe,M,Senior,63.27,C0428,L0025,Regional
P001171,2025-05-25,96644757B5863178934624,Pur-Sang Arabe,Female,Senior,75.9,C0141,L0074,Regional
P001172,2025-05-04,96644757B85287588144355,Arabe,Femelle,Loisir,64.87,C0019,L0019,National
P001173,2025-09-30,96644757B52167870329218,Arabe-Barbe,Female,Junior,71.23,C0330,L0031,Qualification
P001174,2025-02-27,96644757B51161748863193,Arabe-Barbe,F,Elite,57.92,C0339,L0006,National
P001175,2025-05-16,96644757B39685617616684,Anglo-Arabe,Female,Loisir,62.02,C0071,L0060,Regional
P001176,2025-03-28,96644757B81090244987905,Barbe,Femelle,Junior,83.68,C0020,L0049,Regional
P001177,2025-03-10,96644757B26550498921337,Arabe,Femelle,Elite,78.27,C0056,L0007,Regional
P001178,2025-03-05,96644757B99021473747258,Arabe-Barbe,Female,Senior,81.87,C0205,L0017,National
P001179,2025-03-13,96644757B80339347175881,Arabe,Male,Loisir,73.02,C0067,L0042,National
P001180,2025-07-25,96644757B2759448404756,Arabe-Barbe,Femelle,Loisir,81.0,C0351,L0041,Regional
P001181,2025-05-30,96644757B64717664824106,Arabe-Barbe,Male,Loisir,48.34,C0039,L0061,Regional
P001182,2025-06-08,96644757B93440982531475,Barbe,Female,Junior,79.48,C0394,L0020,Regional
P001183,2025-06-24,96644757B6720908192283,Arabe-Barbe,Male,Elite,72.2,C0437,L0070,Regional
P001184,2025-09-28,96644757B36466177595872,Barbe,Femelle,Loisir,74.83,C0358,L0034,Qualification
P001185,2025-11-11,96644757B84561517472973,Arabe-Barbe,Male,Elite,73.8,C0472,L0062,Regional
P001186,2025-07-12,96644757B89687162507810,Arabe-Barbe,M,Elite,58.25,C0469,L0018,Regional
P001187,2025-08-23,96644757B64432809888793,Anglo-Arabe,M,Junior,58.27,C0024,L0003,Regional
P001188,2025-09-27,96644757B53703826618026,Arabe-Barbe,Female,Loisir,58.03,C0171,L0005,Regional
P001189,2025-09-09,96644757B53695376753874,Anglo-Arabe,Female,Junior,77.75,C0380,L0028,Regional
P001190,2025-02-19,96644757B69656421663665,Anglo-Arabe,Female,Senior,74.5,C0170,L0072,Regional
P001191,2025-12-25,96644757B12662883146655,Arabe-Barbe,Male,Loisir,60.14,C0368,L0004,Regional
P001192,2025-03-02,96644757B53695376753874,Anglo-Arabe,M,Loisir,62.29,C0387,L0028,Regional
P001193,2025-05-31,96644757B48127384361052,Pur-Sang Arabe,F,Loisir,63.72,C0498,L0009,National
P001194,2025-08-27,96644757B6720908192283,Pur-Sang Arabe,M,Senior,66.85,C0165,L0070,National
P001195,2025-05-28,96644757B63064605054668,Arabe-Barbe,Male,Junior,58.25,C0174,L0051,Regional
P001196,2025-03-30,96644757B70524131405695,Arabe,M,Senior,61.26,C0013,L0058,Qualification
P001197,2025-12-04,96644757B90056368806308,Barbe,Female,Junior,61.82,C0143,L0054,Regional
P001198,2025-01-27,96644757B50122508033550,Barbe,Femelle,Loisir,72.07,C0140,L0050,Qualification
P001199,2025-03-31,96644757B4563753155162,Arabe,M,Senior,56.6,C0227,L0059,Qualification
P001200,2025-12-29,96644757B24539393832458,Pur-Sang Arabe,M,Senior,70.76,C0211,L0001,Regional
P001201,2025-09-24,96644757B60043813814440,Arabe,Femelle,Junior,83.72,C0428,L0065,Regional
P001202,2025-02-01,96644757B71822601453569,Anglo-Arabe,Female,Senior,56.07,C0387,L0056,Qualification
P001203,2025-10-03,96644757B71822601453569,Arabe,Femelle,Loisir,67.02,C0364,L0056,Regional
P001204,2025-12-20,96644757B8060198419886,Arabe,F,Elite,82.54,C0003,L0030,Regional
P001205,2025-02-05,96644757B64717664824106,Arabe,F,Junior,61.77,C0236,L0061,National
P001206,2025-06-01,96644757B15248572972708,Arabe-Barbe,F,Junior,66.5,C0365,L0029,Regional
P001207,2025-06-20,96644757B12662883146655,Anglo-Arabe,Female,Senior,85.46,C0123,L0004,Qualification
P001208,2025-02-17,96644757B36967765471663,Arabe,Female,Junior,70.51,C0213,L0069,National
P001209,2025-03-15,96644757B89687162507810,Anglo-Arabe,Female,Loisir,79.17,C0363,L0018,Qualification
P001210,2025-03-05,96644757B35891480133263,Pur-Sang Arabe,Male,Elite,74.34,C0397,L0008,National
P001211,2025-03-09,96644757B40957387644980,Arabe,Femelle,Junior,70.19,C0427,L0047,National
P001212,2025-05-28,96644757B89687162507810,Arabe-Barbe,Femelle,Elite,72.92,C0215,L0018,National
P001213,2025-06-19,96644757B60043813814440,Barbe,Femelle,Senior,76.34,C0200,L0065,Qualification
P001214,2025-03-28,96644757B36466177595872,Barbe,Femelle,Junior,78.77,C0191,L0034,Qualification
P001215,2025-04-16,96644757B24539393832458,Arabe-Barbe,Female,Senior,66.43,C0334,L0001,Qualification
P001216,2025-03-12,96644757B69656421663665,Anglo-Arabe,Femelle,Junior,68.01,C0210,L0072,National
P001217,2025-10-18,96644757B89345886069248,Arabe-Barbe,Femelle,Senior,67.91,C0200,L0039,National
P001218,2025-03-19,96644757B93440982531475,Anglo-Arabe,M,Loisir,77.89,C0084,L0020,Regional
P001219,2025-11-28,96644757B63064605054668,Arabe,Male,Loisir,61.62,C0239,L0051,Qualification
P001220,2025-07-16,96644757B41522516415054,Pur-Sang Arabe,Femelle,Senior,83.12,C0119,L0040,Regional
P001221,2025-10-20,96644757B64432809888793,Anglo-Arabe,F,Elite,77.91,C0262,L0003,Regional
P001222,2025-08-21,96644757B1478822582790,Arabe-Barbe,Femelle,Junior,57.01,C0444,L0057,Regional
P001223,2025-04-08,96644757B52167870329218,Arabe,Female,Senior,89.51,C0388,L0031,National
P001224,2025-08-08,96644757B52871738396395,Arabe,Male,Senior,88.97,C0239,L0053,National
P001225,2025-04-11,96644757B88930410593624,Arabe-Barbe,F,Senior,79.63,C0488,L0068,Regional
P001226,2025-02-13,96644757B10773066300421,Anglo-Arabe,F,Junior,85.93,C0490,L0046,Regional
P001227,2025-04-03,96644757B63064605054668,Barbe,Female,Loisir,72.72,C0222,L0051,Regional
P001228,2025-04-11,96644757B93440982531475,Barbe,Male,Loisir,54.24,C0381,L0020,Regional
P001229,2025-02-19,96644757B89687162507810,Anglo-Arabe,Female,Senior,49.68,C0171,L0018,Regional
P001230,2025-01-09,96644757B46616002618727,Barbe,Male,Elite,72.33,C0439,L0032,National
P001231,2025-12-11,96644757B90795389022281,Barbe,M,Junior,66.84,C0187,L0064,Regional
P001232,2025-07-07,96644757B41522516415054,Arabe-Barbe,F,Elite,63.81,C0129,L0040,Regional
P001233,2025-05-27,96644757B92138134403299,Pur-Sang Arabe,Female,Senior,71.97,C0067,L0027,Regional
P001234,2025-12-06,96644757B4563753155162,Arabe,M,Junior,74.56,C0421,L0059,National
P001235,2025-03-24,96644757B60043813814440,Arabe-Barbe,Female,Elite,58.61,C0149,L0065,Qualification
P001236,2025-05-28,96644757B88930410593624,Barbe,F,Senior,65.12,C0406,L0068,Regional
P001237,2025-11-06,96644757B34372354169334,Arabe-Barbe,F,Senior,89.77,C0044,L0023,Regional
P001238,2025-08-19,96644757B90056368806308,Arabe,M,Senior,59.29,C0250,L0054,National
P001239,2025-05-26,96644757B91545835536411,Barbe,Female,Junior,80.05,C0214,L0045,Regional
P001240,2025-04-04,96644757B36466177595872,Pur-Sang Arabe,Female,Junior,63.71,C0219,L0034,Qualification
P001241,2025-01-13,96644757B8060198419886,Pur-Sang Arabe,Femelle,Elite,77.75,C0084,L0030,Qualification
P001242,2025-02-01,96644757B48127384361052,Pur-Sang Arabe,Femelle,Elite,81.92,C0037,L0009,National
P001243,2025-03-01,96644757B56432502406176,Arabe,M,Junior,77.86,C0173,L0021,Qualification
P001244,2025-10-15,96644757B80339347175881,Barbe,F,Senior,81.72,C0235,L0042,Regional
P001245,2025-08-22,96644757B69343874835814,Barbe,Female,Elite,58.44,C0396,L0067,Regional
P001246,2025-06-08,96644757B60043813814440,Anglo-Arabe,Femelle,Elite,84.27,C0231,L0065,Regional
P001247,2025-10-13,96644757B91342156363380,Pur-Sang Arabe,M,Loisir,63.88,C0123,L0015,Regional
P001248,2025-02-28,96644757B63064605054668,Pur-Sang Arabe,M,Senior,74.46,C0131,L0051,Regional
P001249,2025-03-18,96644757B26550498921337,Pur-Sang Arabe,Female,Senior,73.97,C0306,L0007,Regional
P001250,2025-05-24,96644757B63064605054668,Arabe-Barbe,Femelle,Senior,76.72,C0218,L0051,National
P001251,2025-12-01,96644757B9718685225615,Anglo-Arabe,Femelle,Senior,73.31,C0450,L0026,Regional
P001252,2025-08-13,96644757B36466177595872,Arabe,Femelle,Junior,60.12,C0220,L0034,National
P001253,2025-11-07,96644757B90056368806308,Arabe,Femelle,Junior,56.54,C0283,L0054,Regional
P001254,2025-04-01,96644757B46616002618727,Arabe,M,Loisir,78.5,C0032,L0032,Regional
P001255,2025-11-06,96644757B64717664824106,Barbe,F,Junior,67.81,C0097,L0061,Regional
P001256,2025-01-27,96644757B2759448404756,Pur-Sang Arabe,F,Elite,84.72,C0425,L0041,National
P001257,2025-03-25,96644757B78111329468616,Anglo-Arabe,Female,Senior,70.98,C0173,L0075,National
P001258,2025-07-10,96644757B62254917052717,Arabe,Femelle,Senior,57.62,C0211,L0048,National
P001259,2025-01-19,96644757B34372354169334,Anglo-Arabe,Male,Loisir,84.33,C0295,L0023,Regional
P001260,2025-11-10,96644757B4563753155162,Barbe,M,Elite,64.7,C0029,L0059,Regional
P001261,2025-11-13,96644757B52167870329218,Anglo-Arabe,M,Junior,80.84,C0253,L0031,Qualification
P001262,2025-07-17,96644757B2759448404756,Anglo-Arabe,Female,Elite,66.76,C0173,L0041,Regional
P001263,2025-04-22,96644757B54259280648674,Arabe,Female,Senior,90.08,C0075,L0011,Regional
P001264,2025-02-06,96644757B48127384361052,Anglo-Arabe,Female,Senior,62.18,C0209,L0009,Regional
P001265,2025-08-14,96644757B53936679900609,Pur-Sang Arabe,F,Elite,68.32,C0223,L0044,Regional
P001266,2025-07-16,96644757B91342156363380,Pur-Sang Arabe,Female,Elite,73.48,C0093,L0015,Regional
P001267,2025-10-05,96644757B78111329468616,Barbe,Male,Senior,60.51,C0271,L0075,Regional
P001268,2025-08-08,96644757B60043813814440,Pur-Sang Arabe,Femelle,Loisir,76.44,C0373,L0065,National
P001269,2025-02-16,96644757B52871738396395,Arabe,F,Elite,82.75,C0134,L0053,Qualification
P001270,2025-02-14,96644757B71822601453569,Barbe,Female,Elite,64.18,C0483,L0056,Regional
